transaction_id,amount,location,timestamp,user_id,is_fraud,merchant_category,transaction_type,is_card_testing,is_skimmed,is_digital,merchant_count_spike
19803,115.74757227304205,NY,2024-10-16 14:53:22.361377,1131,0,entertainment,pos,,,,
971,36.959802209149316,NY,2024-10-16 14:53:46.081934,1006,0,online,online,,,,
32298,144.20624043973746,LA,2024-10-16 14:54:10.110882,1216,0,retail,pos,,,,
14502,32.038783433981834,SF,2024-10-16 14:54:57.294991,1098,0,entertainment,pos,,,,
28376,68.60936483880022,HO,2024-10-16 15:00:33.774492,1189,0,online,pos,,,,
32795,134.77436696219095,LA,2024-10-16 15:01:15.768617,1219,0,online,atm,,,,
22996,109.79646624960438,HO,2024-10-16 15:01:18.710040,1149,0,dining,online,,,,
27667,125.00708864796316,LA,2024-10-16 15:01:58.139598,1184,0,entertainment,pos,,,,
36602,246.78502357928906,CH,2024-10-16 15:02:14.723352,1244,0,retail,pos,,,,
28377,65.15378343243391,NY,2024-10-16 15:02:40.704064,1189,0,entertainment,recurring,,,,
18264,25.4163186036844,SF,2024-10-16 15:03:28.485059,1121,0,dining,recurring,,,,
25666,153.85436960461485,CH,2024-10-16 15:06:27.674904,1170,0,travel,online,,,,
9265,55.59177350099358,LA,2024-10-16 15:07:51.758648,1064,0,travel,pos,,,,
33924,19.854487734091336,SF,2024-10-16 15:08:45.895644,1228,0,retail,pos,,,,
5357,125.31518379145786,LA,2024-10-16 15:09:43.337862,1037,0,entertainment,pos,,,,
10958,182.29013031673932,SF,2024-10-16 15:09:47.984710,1075,0,online,pos,,,,
7784,88.99435764642307,SF,2024-10-16 15:10:23.846997,1055,0,online,pos,,,,
8807,248.2204633559781,CH,2024-10-16 15:11:02.093873,1061,0,entertainment,online,,,,
24821,136.1155690396436,LA,2024-10-16 15:11:43.653030,1163,0,retail,pos,,,,
6868,119.5018854519725,HO,2024-10-16 15:18:05.460084,1049,0,retail,pos,,,,
21462,65.18413984554562,NY,2024-10-16 15:24:42.915797,1140,0,retail,pos,,,,
30445,155.12917303663352,SF,2024-10-16 15:25:10.057262,1204,0,entertainment,pos,,,,
3158,47.445672957446796,SF,2024-10-16 15:25:59.922357,1022,0,entertainment,online,,,,
3815,83.76153957326318,NY,2024-10-16 15:26:01.945553,1027,0,entertainment,pos,,,,
15440,78.50273321924635,HO,2024-10-16 15:26:02.580342,1102,0,online,pos,,,,
972,21.544318116066705,HO,2024-10-16 15:30:06.881411,1006,0,retail,pos,,,,
33375,49.56265036554546,NY,2024-10-16 15:31:32.417866,1224,0,dining,pos,,,,
13988,117.31872892907424,SF,2024-10-16 15:31:55.009004,1095,0,entertainment,pos,,,,
22192,11.81123620089464,HO,2024-10-16 15:32:39.179625,1144,0,travel,pos,,,,
8460,44.8264567085847,CH,2024-10-16 15:32:47.153402,1059,0,retail,pos,,,,
10021,39.75363597375325,CH,2024-10-16 15:33:56.431247,1068,0,travel,pos,,,,
31319,41.64940202507134,CH,2024-10-16 15:36:42.321466,1209,0,retail,online,,,,
15259,138.472916648494,SF,2024-10-16 15:37:09.772621,1101,0,travel,online,,,,
34363,56.9410891862455,LA,2024-10-16 15:38:46.924901,1230,0,travel,pos,,,,
34483,229.09040481072424,CH,2024-10-16 15:39:02.058858,1231,0,retail,pos,,,,
29789,17.143663989730804,NY,2024-10-16 15:40:53.194166,1200,0,online,pos,,,,
12561,96.02093085312623,NY,2024-10-16 15:41:01.581147,1085,0,dining,pos,,,,
6399,48.078788029749724,CH,2024-10-16 15:41:38.697667,1045,0,entertainment,pos,,,,
31821,210.00874520341242,HO,2024-10-16 15:43:52.535425,1213,0,online,online,,,,
9849,121.97933776354039,LA,2024-10-16 15:44:37.908809,1067,0,online,online,,,,
32124,214.47436987107363,CH,2024-10-16 15:46:27.496775,1215,0,entertainment,online,,,,
17130,97.65134499669308,SF,2024-10-16 15:48:53.212793,1114,0,travel,online,,,,
8631,183.50687909557428,HO,2024-10-16 15:51:06.385157,1060,0,online,pos,,,,
18056,33.970658933993555,HO,2024-10-16 15:55:31.630324,1120,0,retail,pos,,,,
17736,223.22318362890024,SF,2024-10-16 15:55:38.568709,1117,0,dining,atm,,,,
5035,87.184058928436,NY,2024-10-16 16:01:50.039525,1035,0,online,pos,,,,
11953,166.17872710297294,SF,2024-10-16 16:05:08.589584,1081,0,retail,atm,,,,
5685,110.27068954530598,NY,2024-10-16 16:10:44.541332,1039,0,travel,pos,,,,
12409,154.51483386009326,HO,2024-10-16 16:13:48.857989,1084,0,online,pos,,,,
6570,19.430398714101482,SF,2024-10-16 16:17:35.728677,1047,0,online,pos,,,,
17468,137.38646750243072,CH,2024-10-16 16:20:03.070971,1116,0,entertainment,pos,,,,
11673,59.20743393095572,SF,2024-10-16 16:24:03.136700,1079,0,entertainment,online,,,,
25172,154.17271626268624,CH,2024-10-16 16:24:15.027938,1166,0,online,pos,,,,
37248,116.66349714680747,CH,2024-10-16 16:28:02.916538,1248,0,entertainment,pos,,,,
20948,184.66493042129142,LA,2024-10-16 16:28:14.687038,1137,0,entertainment,online,,,,
28644,148.54368782291962,HO,2024-10-16 16:28:15.457478,1191,0,retail,pos,,,,
21695,49.470384883738774,NY,2024-10-16 16:28:40.186091,1141,0,entertainment,pos,,,,
393,135.1220996870628,NY,2024-10-16 16:29:41.462320,1003,0,dining,pos,,,,
9699,133.9761935039991,CH,2024-10-16 16:30:29.288873,1066,0,retail,pos,,,,
33172,314.50770811984455,SF,2024-10-16 16:32:20.811873,1223,0,travel,pos,,,,
37424,72.66856133951632,SF,2024-10-16 16:32:24.064136,1249,0,online,pos,,,,
31027,85.82125122804263,NY,2024-10-16 16:33:25.766955,1206,0,retail,pos,,,,
29790,20.081115146341006,NY,2024-10-16 16:37:10.237417,1200,0,travel,pos,,,,
19657,162.6496157323305,LA,2024-10-16 16:39:31.683539,1130,0,online,pos,,,,
23792,120.74155396300775,HO,2024-10-16 16:39:31.936046,1154,0,travel,pos,,,,
4355,251.1107651121677,HO,2024-10-16 16:41:55.526005,1029,0,retail,online,,,,
37425,86.71642090117957,SF,2024-10-16 16:45:31.849498,1249,0,dining,pos,,,,
7047,219.17137487720146,SF,2024-10-16 16:48:11.854429,1050,0,entertainment,recurring,,,,
30350,106.86573812578496,CH,2024-10-16 16:49:04.059866,1203,0,entertainment,pos,,,,
29656,123.27148649170805,LA,2024-10-16 16:58:40.424286,1199,0,dining,pos,,,,
12562,78.07691441345285,NY,2024-10-16 16:59:15.559637,1085,0,travel,pos,,,,
16163,5.327673508738639,LA,2024-10-16 17:01:18.972902,1106,0,online,pos,,,,
24356,132.00166568107437,SF,2024-10-16 17:05:56.636591,1160,0,travel,online,,,,
17266,171.1220601877056,LA,2024-10-16 17:06:53.607787,1115,0,entertainment,pos,,,,
7913,11.220556027295668,SF,2024-10-16 17:12:01.482836,1056,0,entertainment,online,,,,
2385,53.394678562035814,SF,2024-10-16 17:14:31.662711,1016,0,entertainment,pos,,,,
1358,136.33948778833002,CH,2024-10-16 17:16:07.513057,1008,0,travel,atm,,,,
9513,84.34793259273141,SF,2024-10-16 17:18:21.147671,1065,0,online,online,,,,
32796,149.17461043436663,LA,2024-10-16 17:18:34.389968,1219,0,travel,pos,,,,
23789,91.78692160174477,HO,2024-10-16 17:20:30.486520,1154,0,dining,online,,,,
9266,68.30459608998581,LA,2024-10-16 17:21:16.246355,1064,0,travel,online,,,,
33925,24.360687951965996,SF,2024-10-16 17:22:19.438851,1228,0,entertainment,pos,,,,
20693,187.64053422593054,NY,2024-10-16 17:22:36.916313,1136,0,travel,pos,,,,
11271,138.81929625543432,SF,2024-10-16 17:22:55.370398,1077,0,online,recurring,,,,
3645,196.50237836977095,HO,2024-10-16 17:25:48.827451,1026,0,online,online,,,,
2289,29.81903391396861,CH,2024-10-16 17:29:33.290072,1015,0,dining,pos,,,,
4353,177.4972240261014,HO,2024-10-16 17:31:52.744034,1029,0,online,pos,,,,
7785,87.76857532075685,SF,2024-10-16 17:32:05.966125,1055,0,online,atm,,,,
15720,133.9286831628133,HO,2024-10-16 17:32:35.328043,1104,0,travel,pos,,,,
21827,60.041937811470035,SF,2024-10-16 17:33:43.806333,1142,0,dining,pos,,,,
10403,94.20149090842318,LA,2024-10-16 17:36:05.578355,1071,0,retail,pos,,,,
35234,224.78951101157156,CH,2024-10-16 17:37:02.389905,1236,0,travel,recurring,,,,
29508,166.43869397961691,LA,2024-10-16 17:39:10.296470,1198,0,travel,pos,,,,
261,118.92986199711297,HO,2024-10-16 17:43:10.629204,1002,0,travel,pos,,,,
16617,147.16217471485908,SF,2024-10-16 17:44:17.420813,1109,0,online,pos,,,,
4040,86.84075146368784,SF,2024-10-16 17:45:03.636636,1028,0,retail,pos,,,,
22193,10.681575097777179,NY,2024-10-16 17:46:34.042737,1144,0,entertainment,pos,,,,
10070,121.17555664051841,HO,2024-10-16 17:46:45.615437,1069,0,entertainment,online,,,,
12563,110.54259630479638,NY,2024-10-16 17:48:10.850019,1085,0,travel,pos,,,,
35680,174.95593503989787,LA,2024-10-16 17:49:38.643744,1238,0,retail,atm,,,,
28449,160.07166586198412,LA,2024-10-16 17:50:15.258681,1190,0,dining,pos,,,,
31588,164.07592127952057,NY,2024-10-16 17:51:15.081987,1212,0,dining,pos,,,,
3410,148.78184173578967,HO,2024-10-16 17:52:55.776596,1024,0,dining,online,,,,
8465,62.34708330546218,CH,2024-10-16 17:55:59.304098,1059,0,online,pos,,,,
23401,51.09628766935105,NY,2024-10-16 17:56:17.892903,1152,0,travel,pos,,,,
12564,89.71453294956807,NY,2024-10-16 17:57:10.934351,1085,0,retail,pos,,,,
35062,168.46324538267464,CH,2024-10-16 17:57:23.329822,1235,0,online,pos,,,,
18595,208.07115670371076,HO,2024-10-16 17:57:55.549763,1123,0,entertainment,online,,,,
8466,70.57742113865757,LA,2024-10-16 17:58:57.070585,1059,0,dining,pos,,,,
26395,86.86477703447476,CH,2024-10-16 18:00:06.631696,1175,0,travel,online,,,,
6869,99.03608686264059,HO,2024-10-16 18:02:33.448035,1049,0,dining,pos,,,,
33706,380.4411754312188,UK,2024-10-16 18:03:39.422410,1226,1,online,pos,,,,
33854,39.57243607108791,HO,2024-10-16 18:05:41.210397,1227,0,online,online,,,,
767,178.54503202317093,CH,2024-10-16 18:09:11.497552,1005,0,retail,online,,,,
15441,95.86593751270645,HO,2024-10-16 18:10:14.373893,1102,0,dining,online,,,,
30446,154.9943653941711,SF,2024-10-16 18:11:07.273900,1204,0,entertainment,pos,,,,
20949,161.93113239453754,CH,2024-10-16 18:13:42.102811,1137,0,travel,pos,,,,
3411,125.08236657998137,HO,2024-10-16 18:15:01.849901,1024,0,retail,recurring,,,,
35550,171.0224272206076,CH,2024-10-16 18:17:06.237761,1237,0,dining,pos,,,,
10959,124.85822035673655,SF,2024-10-16 18:18:33.530218,1075,0,dining,pos,,,,
22366,134.42858746016847,HO,2024-10-16 18:19:33.145478,1145,0,retail,pos,,,,
26821,138.97548234521423,CH,2024-10-16 18:20:06.739465,1177,0,travel,online,,,,
18506,88.16330726081787,CH,2024-10-16 18:25:13.709875,1122,0,dining,pos,,,,
1626,180.89109880757468,LA,2024-10-16 18:27:02.746647,1011,0,dining,pos,,,,
24357,225.80895060022812,SF,2024-10-16 18:28:08.319428,1160,0,entertainment,pos,,,,
32299,163.65231252284292,HO,2024-10-16 18:28:17.636463,1216,0,travel,online,,,,
24358,151.30566029205457,NY,2024-10-16 18:28:40.559904,1160,0,travel,online,,,,
394,127.24813148351903,HO,2024-10-16 18:30:59.444082,1003,0,dining,pos,,,,
3646,129.02830320598787,HO,2024-10-16 18:32:51.491890,1026,0,retail,recurring,,,,
30729,135.41256510606468,CH,2024-10-16 18:35:20.653075,1205,0,online,online,,,,
3305,317.05586886278337,LA,2024-10-16 18:36:29.147449,1023,0,dining,recurring,,,,
25173,199.213054092562,LA,2024-10-16 18:40:55.622333,1166,0,online,pos,,,,
6470,103.97385167167216,HO,2024-10-16 18:42:17.919580,1046,0,online,pos,,,,
17024,79.94770085894743,HO,2024-10-16 18:43:08.573107,1113,0,travel,online,,,,
11272,129.7141885108387,SF,2024-10-16 18:44:19.843373,1077,0,dining,pos,,,,
19945,91.90090978607103,SF,2024-10-16 18:44:27.586834,1132,0,retail,pos,,,,
32520,93.09100929690426,CH,2024-10-16 18:44:32.571860,1217,0,travel,pos,,,,
19452,113.06769128205097,HO,2024-10-16 18:45:10.480175,1129,0,entertainment,pos,,,,
28378,63.30557512674225,NY,2024-10-16 18:50:46.833371,1189,0,travel,online,,,,
